Gender,Age,Academic Pressure,CGPA,Study Satisfaction,Sleep Duration,Dietary Habits,Degree,Have you ever had suicidal thoughts ?,Work/Study Hours,Financial Stress,Family History of Mental Illness,Depression
Female,19,1,9.46,3,'5-6 hours',Healthy,'Class 12',No,1,5,Yes,0
Female,20,3,5.81,5,'5-6 hours',Moderate,'Class 12',Yes,10,4,Yes,1
Female,20,3,6.99,3,'7-8 hours',Moderate,'Class 12',No,3,4,No,1
Female,27,3,7.28,1,'7-8 hours',Unhealthy,B.Arch,Yes,0,4,Yes,1
Male,34,3,9.56,3,'7-8 hours',Unhealthy,BCA,No,10,3,No,0
Female,19,3,9.39,4,'5-6 hours',Healthy,'Class 12',Yes,5,2,No,0
Male,27,4,6.37,4,'More than 8 hours',Unhealthy,LLM,Yes,3,5,Yes,1
Female,34,4,9.84,1,'More than 8 hours',Moderate,B.Ed,No,4,4,No,1
Male,25,1,8.17,5,'5-6 hours',Moderate,BE,No,10,1,Yes,0
Female,33,5,5.39,4,'Less than 5 hours',Moderate,MSc,No,9,1,Yes,0
Female,21,3,7.83,5,'More than 8 hours',Unhealthy,BBA,Yes,7,4,Yes,1
Male,31,1,9.95,3,'More than 8 hours',Moderate,BCA,No,10,4,No,0
Female,25,3,5.25,4,'Less than 5 hours',Healthy,MHM,No,9,2,Yes,0
Female,20,3,8.35,4,'Less than 5 hours',Unhealthy,'Class 12',Yes,10,3,Yes,1
Female,22,3,8.58,3,'5-6 hours',Unhealthy,BE,No,4,3,No,1
Male,24,3,9.39,2,'Less than 5 hours',Unhealthy,B.Ed,Yes,8,4,Yes,1
Male,20,4,6.17,2,'7-8 hours',Unhealthy,'Class 12',Yes,10,4,Yes,1
Female,28,1,6.25,2,'More than 8 hours',Moderate,BA,No,9,3,Yes,0
Male,20,3,8.04,4,'7-8 hours',Healthy,'Class 12',Yes,3,5,Yes,1
Female,27,4,8.74,4,'7-8 hours',Healthy,BA,No,6,1,Yes,0
Male,24,4,5.75,3,'Less than 5 hours',Unhealthy,BE,Yes,12,5,Yes,1
Male,33,5,6.89,3,'Less than 5 hours',Moderate,B.Arch,Yes,4,4,Yes,1
Male,29,4,9.6,2,'5-6 hours',Moderate,MD,Yes,2,3,Yes,1
Male,25,3,9.72,3,'7-8 hours',Moderate,MHM,Yes,4,5,Yes,1
Male,29,3,8.24,1,'7-8 hours',Unhealthy,B.Arch,Yes,12,3,No,1
Female,20,4,9.21,2,'7-8 hours',Unhealthy,'Class 12',Yes,12,5,No,1
Female,24,5,5.64,1,'More than 8 hours',Unhealthy,MBBS,Yes,4,2,No,1
Female,31,4,5.64,3,'7-8 hours',Unhealthy,MCA,No,9,1,No,0
Male,32,3,9.92,4,'5-6 hours',Healthy,MD,Yes,4,5,No,1
Male,29,1,9.91,2,'7-8 hours',Healthy,BCA,No,2,2,No,0
Male,29,1,5.85,3,'7-8 hours',Moderate,B.Tech,Yes,9,1,Yes,0
Female,18,1,7.08,4,'More than 8 hours',Moderate,'Class 12',No,4,1,No,0
Male,33,3,9.39,5,'More than 8 hours',Unhealthy,MBBS,No,12,1,Yes,0
Female,30,3,9.84,4,'More than 8 hours',Moderate,BA,Yes,8,4,Yes,1
Male,32,5,8.39,2,'5-6 hours',Moderate,MBA,Yes,10,5,Yes,1
Female,30,5,9.44,2,'5-6 hours',Moderate,MSc,Yes,6,1,Yes,1
Male,19,3,7.92,2,'5-6 hours',Moderate,'Class 12',No,7,2,No,0
Male,29,3,8.53,4,'7-8 hours',Moderate,M.Com,Yes,12,4,No,0
Female,29,5,5.91,1,'5-6 hours',Moderate,B.Pharm,Yes,12,5,No,1
Male,29,1,9.94,3,'Less than 5 hours',Unhealthy,BBA,No,6,5,Yes,0
Male,23,3,9.39,3,'More than 8 hours',Unhealthy,MBA,Yes,8,1,No,0
Male,24,3,9.44,5,'Less than 5 hours',Moderate,B.Ed,Yes,12,4,Yes,1
Female,31,2,5.16,4,'More than 8 hours',Unhealthy,PhD,Yes,11,4,Yes,0
Female,24,4,8.79,2,'5-6 hours',Moderate,M.Pharm,Yes,2,5,No,1
Female,27,4,5.59,5,'5-6 hours',Moderate,LLB,Yes,6,2,No,0
Female,20,3,7.88,3,'More than 8 hours',Healthy,'Class 12',No,5,4,No,0
Male,25,2,7.34,2,'More than 8 hours',Unhealthy,BBA,Yes,4,3,Yes,1
Female,25,5,7.24,2,'Less than 5 hours',Healthy,B.Tech,Yes,6,3,No,1
Male,23,1,5.32,2,'Less than 5 hours',Healthy,MSc,Yes,12,5,No,1
Female,27,3,7.04,3,'5-6 hours',Unhealthy,BCA,No,10,2,No,0
Male,29,5,6.65,2,'Less than 5 hours',Unhealthy,M.Tech,Yes,6,5,No,1
Female,21,3,5.51,3,'5-6 hours',Unhealthy,MSc,Yes,4,1,Yes,1
Male,34,1,7.82,1,'Less than 5 hours',Unhealthy,MSc,Yes,11,4,Yes,0
Female,25,2,8.75,5,'7-8 hours',Moderate,B.Pharm,No,9,5,No,0
Female,24,3,8.95,5,'5-6 hours',Healthy,MBBS,No,3,1,Yes,1
Male,20,5,9.24,1,'Less than 5 hours',Unhealthy,'Class 12',Yes,8,5,Yes,1
Female,25,5,7.38,5,'Less than 5 hours',Healthy,PhD,Yes,12,5,Yes,1
Male,26,5,5.74,2,'7-8 hours',Unhealthy,MCA,Yes,10,3,No,1
Male,18,3,6.79,5,'More than 8 hours',Unhealthy,'Class 12',Yes,10,3,Yes,1
Male,29,1,6.1,5,'7-8 hours',Moderate,BE,Yes,10,4,Yes,0
Female,28,4,9.46,4,'Less than 5 hours',Unhealthy,BHM,Yes,1,5,Yes,1
Female,21,1,6.02,4,'7-8 hours',Unhealthy,MCA,No,0,5,No,1
Male,28,4,7.21,4,'Less than 5 hours',Moderate,LLB,Yes,12,4,Yes,1
Female,32,3,6.83,4,'Less than 5 hours',Healthy,BE,Yes,1,3,No,1
Male,18,4,7.13,2,'Less than 5 hours',Moderate,'Class 12',No,11,2,Yes,0
Male,32,5,7.25,5,'7-8 hours',Moderate,MA,Yes,2,2,No,0
Female,23,1,9.93,2,'Less than 5 hours',Moderate,BA,No,12,1,Yes,0
Female,28,2,5.56,2,'More than 8 hours',Moderate,PhD,No,10,3,Yes,0
Female,24,4,8.97,5,'5-6 hours',Moderate,M.Pharm,Yes,8,5,No,1
Male,28,3,9.96,4,'5-6 hours',Unhealthy,PhD,Yes,4,4,Yes,1
Male,24,1,7.1,1,'Less than 5 hours',Unhealthy,B.Pharm,Yes,4,1,No,1
Female,23,3,9.74,2,'Less than 5 hours',Unhealthy,M.Com,No,7,1,No,0
Female,24,5,8.94,5,'7-8 hours',Healthy,B.Tech,No,10,4,Yes,1
Male,21,1,7.09,1,'7-8 hours',Moderate,MBBS,Yes,7,4,No,0
Male,34,2,6.37,4,'7-8 hours',Unhealthy,BSc,No,0,2,Yes,0
Male,34,3,5.74,1,'Less than 5 hours',Healthy,B.Com,No,10,1,No,0
Female,27,5,5.64,2,'More than 8 hours',Unhealthy,MSc,Yes,9,5,No,1
Male,25,4,9.44,1,'7-8 hours',Moderate,B.Com,Yes,4,5,Yes,1
Female,23,1,5.32,1,'More than 8 hours',Healthy,BSc,No,8,1,Yes,0
Male,26,4,8.73,5,'More than 8 hours',Healthy,B.Tech,Yes,8,5,Yes,1
Male,18,3,7.79,1,'Less than 5 hours',Moderate,'Class 12',Yes,11,4,Yes,1
Male,23,1,7.64,4,'Less than 5 hours',Healthy,MSc,No,0,4,No,0
Male,30,5,9.56,3,'More than 8 hours',Unhealthy,PhD,No,6,1,No,0
Male,22,3,6.04,1,'Less than 5 hours',Moderate,B.Arch,Yes,8,2,No,1
Female,20,5,9.54,2,'More than 8 hours',Unhealthy,'Class 12',Yes,6,4,Yes,1
Male,20,4,6.16,2,'Less than 5 hours',Unhealthy,'Class 12',Yes,10,5,Yes,1
Female,21,5,6.0,2,'Less than 5 hours',Unhealthy,BCA,Yes,5,3,Yes,1
Female,28,5,8.0,2,'5-6 hours',Moderate,BSc,No,12,4,Yes,1
Male,22,4,6.99,5,'7-8 hours',Unhealthy,B.Ed,No,5,5,Yes,1
Male,27,4,7.77,1,'7-8 hours',Unhealthy,MSc,Yes,10,3,Yes,1
Male,24,4,8.83,2,'Less than 5 hours',Unhealthy,B.Ed,Yes,9,4,No,1
Female,27,2,8.52,4,'More than 8 hours',Moderate,B.Arch,No,6,1,No,0
Female,21,4,9.74,5,'7-8 hours',Unhealthy,BCA,Yes,8,5,No,1
Female,28,5,9.93,4,'Less than 5 hours',Healthy,BCA,Yes,3,2,Yes,0
Male,24,5,8.88,5,'7-8 hours',Unhealthy,B.Arch,Yes,5,4,Yes,1
Female,19,4,9.25,1,'More than 8 hours',Healthy,'Class 12',Yes,7,3,No,1
Female,29,5,9.93,2,'5-6 hours',Moderate,B.Ed,Yes,8,2,No,1
Female,33,2,9.21,4,'More than 8 hours',Moderate,B.Com,Yes,12,2,Yes,0
Male,23,3,8.04,4,'Less than 5 hours',Unhealthy,B.Ed,Yes,11,4,Yes,1
Male,29,3,7.09,3,'More than 8 hours',Moderate,BHM,Yes,6,3,Yes,1
Female,19,5,7.1,1,'Less than 5 hours',Moderate,'Class 12',No,1,2,No,1
Female,20,3,9.88,4,'Less than 5 hours',Unhealthy,'Class 12',No,9,1,Yes,1
Female,18,1,9.5,3,'7-8 hours',Moderate,'Class 12',No,12,3,No,0
Male,23,1,6.99,1,'More than 8 hours',Unhealthy,BCA,Yes,6,3,No,0
Male,27,5,7.7,4,'Less than 5 hours',Moderate,B.Com,Yes,11,4,Yes,1
Female,21,1,5.52,2,'7-8 hours',Moderate,BCA,No,1,3,No,0
Female,20,4,7.35,5,'Less than 5 hours',Moderate,'Class 12',Yes,3,4,No,1
Female,20,4,5.85,1,'Less than 5 hours',Moderate,'Class 12',Yes,7,4,Yes,1
Male,32,4,5.46,3,'More than 8 hours',Moderate,BCA,No,1,2,No,0
Male,33,3,7.47,3,'7-8 hours',Healthy,MD,No,6,5,No,0
Female,27,1,6.78,3,'More than 8 hours',Healthy,PhD,No,8,1,Yes,0
Male,23,3,8.73,3,'5-6 hours',Unhealthy,B.Arch,Yes,9,3,No,1
Female,20,4,7.13,4,'Less than 5 hours',Healthy,'Class 12',Yes,7,5,Yes,1
Male,34,3,7.52,4,'7-8 hours',Healthy,LLB,No,3,5,Yes,0
Female,19,4,9.39,5,'5-6 hours',Healthy,'Class 12',Yes,6,1,Yes,1
Male,29,4,9.67,2,'Less than 5 hours',Unhealthy,LLM,Yes,11,2,No,1
Female,21,5,9.31,2,'Less than 5 hours',Healthy,MA,Yes,10,5,No,1
Male,25,1,5.51,2,'Less than 5 hours',Moderate,MSc,No,1,2,No,0
Female,26,2,9.96,3,'7-8 hours',Moderate,BCA,No,10,1,No,0
Female,32,5,9.21,3,'7-8 hours',Healthy,B.Ed,Yes,11,3,Yes,1
Female,28,5,7.39,3,'Less than 5 hours',Healthy,BBA,Yes,11,5,No,1
Female,30,2,7.87,3,'Less than 5 hours',Healthy,B.Ed,Yes,9,5,Yes,0
Female,31,3,8.53,3,'7-8 hours',Moderate,LLB,Yes,7,3,Yes,1
Male,23,5,9.72,4,'Less than 5 hours',Healthy,B.Arch,Yes,5,3,Yes,1
Female,25,1,8.17,4,'Less than 5 hours',Moderate,B.Ed,Yes,10,1,No,0
Male,26,3,9.86,4,'5-6 hours',Unhealthy,M.Com,Yes,1,4,No,1
Female,28,3,9.71,4,'7-8 hours',Unhealthy,M.Com,Yes,3,5,No,1
Female,20,4,9.25,4,'7-8 hours',Healthy,'Class 12',No,6,2,No,1
Male,21,5,7.1,2,'Less than 5 hours',Healthy,MSc,Yes,10,2,Yes,1
Male,23,1,8.47,5,'Less than 5 hours',Moderate,MBA,Yes,10,5,No,0
Male,27,3,7.07,5,'7-8 hours',Healthy,BA,Yes,4,4,Yes,0
Male,31,2,5.74,4,'More than 8 hours',Healthy,M.Tech,No,0,2,Yes,0
Male,28,3,7.09,2,'Less than 5 hours',Unhealthy,M.Tech,Yes,5,5,Yes,1
Female,25,2,7.83,5,'7-8 hours',Unhealthy,MSc,Yes,8,5,Yes,0
Female,31,5,9.13,3,'7-8 hours',Moderate,M.Ed,Yes,7,5,Yes,1
Male,24,5,5.82,4,'7-8 hours',Unhealthy,B.Arch,Yes,10,4,No,1
Female,28,3,7.25,3,'7-8 hours',Moderate,B.Ed,Yes,8,3,Yes,0
Female,27,4,6.81,2,'7-8 hours',Healthy,B.Pharm,Yes,9,2,No,1
Male,26,5,7.43,2,'Less than 5 hours',Unhealthy,M.Pharm,Yes,0,4,Yes,0
Male,28,5,9.21,3,'7-8 hours',Unhealthy,M.Ed,Yes,1,5,Yes,1
Female,28,3,9.71,3,'Less than 5 hours',Moderate,M.Com,Yes,8,5,No,1
Female,24,1,6.04,3,'5-6 hours',Healthy,B.Arch,No,10,1,Yes,0
Male,22,5,7.22,1,'More than 8 hours',Unhealthy,MSc,Yes,11,3,Yes,1
Male,28,3,8.17,2,'Less than 5 hours',Unhealthy,B.Pharm,Yes,6,4,Yes,1
Male,31,2,6.78,4,'More than 8 hours',Unhealthy,B.Tech,Yes,4,4,No,0
Female,24,5,6.52,2,'Less than 5 hours',Healthy,BCA,No,0,2,No,1
Female,29,1,8.95,4,'5-6 hours',Moderate,MBBS,No,8,3,No,0
Female,27,5,7.77,4,'More than 8 hours',Unhealthy,B.Com,Yes,12,5,No,1
Female,24,5,6.16,3,'Less than 5 hours',Moderate,B.Arch,Yes,10,4,Yes,1
Female,32,5,5.75,1,'More than 8 hours',Moderate,MBBS,No,6,5,No,1
Female,20,5,7.7,5,'7-8 hours',Moderate,'Class 12',Yes,2,4,Yes,1
Female,24,3,8.95,5,'5-6 hours',Healthy,MBBS,Yes,6,2,Yes,1
Female,19,1,7.85,3,'5-6 hours',Moderate,'Class 12',Yes,6,3,No,0
Female,31,5,8.59,4,'7-8 hours',Moderate,BBA,Yes,5,3,No,1
Female,29,1,7.94,2,'Less than 5 hours',Moderate,M.Pharm,No,1,4,No,0
Male,32,3,5.85,2,'7-8 hours',Moderate,BCA,Yes,9,2,Yes,1
Male,20,5,5.46,5,'More than 8 hours',Moderate,MBBS,No,11,5,Yes,1
Male,24,1,5.87,3,'7-8 hours',Unhealthy,B.Ed,Yes,0,5,No,1
Male,30,3,7.94,3,'5-6 hours',Moderate,B.Arch,No,11,3,Yes,0
Male,20,3,8.95,4,'7-8 hours',Healthy,'Class 12',No,6,4,Yes,0
Female,26,3,5.57,5,'5-6 hours',Moderate,B.Tech,No,8,2,Yes,0
Female,24,4,5.79,4,'More than 8 hours',Healthy,BHM,Yes,0,3,No,0
Female,24,4,7.77,5,'Less than 5 hours',Moderate,MBBS,Yes,11,5,Yes,1
Male,28,3,7.28,5,'5-6 hours',Unhealthy,PhD,Yes,11,5,Yes,1
Male,23,3,8.08,1,'5-6 hours',Moderate,MHM,No,11,3,Yes,0
Female,25,4,7.02,5,'Less than 5 hours',Unhealthy,B.Pharm,No,1,2,Yes,1
Female,34,2,5.12,4,'7-8 hours',Moderate,B.Ed,Yes,5,2,No,0
Male,27,5,8.25,3,'5-6 hours',Unhealthy,MBA,Yes,7,5,Yes,1
Female,19,4,8.28,3,'Less than 5 hours',Moderate,'Class 12',Yes,12,2,No,1
Male,19,1,7.09,3,'Less than 5 hours',Unhealthy,'Class 12',Yes,4,2,No,1
Female,25,4,9.63,3,'Less than 5 hours',Unhealthy,BHM,Yes,12,1,Yes,1
Female,31,4,8.23,1,'Less than 5 hours',Healthy,B.Tech,Yes,2,3,No,1
Male,18,4,8.04,4,'More than 8 hours',Unhealthy,'Class 12',Yes,9,5,No,1
Male,25,2,6.88,5,'5-6 hours',Unhealthy,B.Arch,Yes,10,4,No,1
Male,28,1,9.96,1,'7-8 hours',Healthy,MSc,No,1,3,No,0
Male,25,3,8.7,4,'7-8 hours',Unhealthy,B.Ed,Yes,12,3,No,1
Female,19,1,5.55,3,'5-6 hours',Unhealthy,'Class 12',No,4,2,Yes,0
Female,26,2,9.4,4,'More than 8 hours',Moderate,BCA,No,2,4,No,0
Male,25,5,7.1,2,'More than 8 hours',Moderate,'Class 12',Yes,9,3,No,1
Male,23,4,9.24,3,'Less than 5 hours',Moderate,B.Com,Yes,10,5,No,1
Female,28,3,7.11,2,'Less than 5 hours',Unhealthy,MSc,Yes,10,5,Yes,1
Female,20,5,6.0,2,'5-6 hours',Unhealthy,'Class 12',Yes,6,4,Yes,1
Female,23,4,5.57,1,'More than 8 hours',Moderate,B.Arch,No,4,2,Yes,1
Male,24,2,7.53,1,'5-6 hours',Moderate,MSc,Yes,9,2,No,1
Female,34,3,7.09,4,'Less than 5 hours',Healthy,LLB,No,12,1,No,0
Female,25,4,5.32,1,'Less than 5 hours',Unhealthy,B.Pharm,Yes,11,4,Yes,1
Male,21,1,7.15,3,'7-8 hours',Unhealthy,M.Com,Yes,8,5,No,1
Male,22,2,8.54,2,'More than 8 hours',Unhealthy,BCA,Yes,3,3,Yes,1
Male,33,1,9.72,2,'7-8 hours',Unhealthy,LLM,Yes,8,2,No,1
Male,22,5,5.72,2,'More than 8 hours',Unhealthy,BHM,Yes,1,5,Yes,1
Male,31,5,9.41,2,'7-8 hours',Healthy,MA,Yes,11,1,Yes,0
Female,24,5,7.47,2,'5-6 hours',Healthy,B.Arch,Yes,6,4,Yes,1
Male,30,1,9.21,3,'5-6 hours',Moderate,M.Com,No,0,1,Yes,0
Male,20,5,8.54,5,'Less than 5 hours',Healthy,'Class 12',Yes,0,1,Yes,1
Female,33,3,7.72,4,'7-8 hours',Moderate,MHM,Yes,3,5,No,1
Male,18,4,9.66,5,'7-8 hours',Moderate,'Class 12',Yes,7,4,No,1
Female,27,3,8.95,4,'Less than 5 hours',Unhealthy,BBA,Yes,9,3,Yes,1
Female,21,2,5.64,5,'Less than 5 hours',Moderate,BHM,No,6,5,Yes,1
Male,21,1,5.74,1,'7-8 hours',Healthy,M.Tech,No,6,3,Yes,0
Female,34,2,7.48,5,'Less than 5 hours',Healthy,MD,No,5,1,No,0
Female,34,2,9.24,5,'7-8 hours',Healthy,B.Ed,No,10,1,No,0
Female,29,4,9.21,1,'Less than 5 hours',Moderate,MCA,Yes,3,5,Yes,1
Female,29,5,8.95,3,'Less than 5 hours',Moderate,M.Ed,Yes,1,1,Yes,1
Female,20,4,6.99,4,'5-6 hours',Healthy,'Class 12',Yes,2,2,Yes,0
Male,27,5,8.95,1,'5-6 hours',Healthy,BSc,Yes,9,3,Yes,1
Male,29,1,7.13,5,'Less than 5 hours',Moderate,M.Pharm,No,6,2,No,0
Female,34,2,9.39,4,'More than 8 hours',Healthy,B.Ed,No,11,1,Yes,0
Female,34,3,9.11,4,'5-6 hours',Moderate,B.Com,Yes,4,2,No,0
Female,31,1,8.21,4,'7-8 hours',Healthy,B.Com,No,6,2,Yes,0
Female,28,3,8.53,1,'Less than 5 hours',Moderate,PhD,Yes,4,4,No,1
Male,30,3,7.71,4,'Less than 5 hours',Unhealthy,MD,No,2,4,No,0
Male,34,3,8.11,3,'5-6 hours',Healthy,B.Pharm,Yes,10,5,Yes,0
Male,34,2,9.86,1,'5-6 hours',Healthy,B.Ed,No,9,3,Yes,0
Female,33,1,8.17,5,'Less than 5 hours',Healthy,PhD,Yes,2,4,Yes,1
Female,19,5,6.89,2,'5-6 hours',Unhealthy,'Class 12',No,8,5,Yes,1
Male,20,3,9.42,3,'5-6 hours',Healthy,'Class 12',Yes,10,4,No,1
Female,20,3,5.37,5,'More than 8 hours',Unhealthy,'Class 12',Yes,11,4,Yes,1
Female,24,3,8.04,3,'Less than 5 hours',Moderate,BSc,Yes,10,2,No,0
Female,26,5,7.25,4,'More than 8 hours',Unhealthy,PhD,Yes,0,2,Yes,1
Male,25,3,8.37,3,'Less than 5 hours',Unhealthy,B.Com,Yes,11,3,Yes,1
Male,24,4,8.55,1,'7-8 hours',Unhealthy,BA,Yes,10,5,No,1
Female,28,4,5.57,2,'More than 8 hours',Moderate,MBBS,Yes,7,2,Yes,1
Female,34,3,8.04,4,'5-6 hours',Unhealthy,BHM,No,9,3,No,0
Male,32,3,9.89,4,'5-6 hours',Healthy,BCA,No,4,2,No,1
Male,24,3,8.13,3,'5-6 hours',Unhealthy,B.Tech,No,10,1,Yes,0
Male,18,3,5.82,2,'More than 8 hours',Unhealthy,'Class 12',Yes,8,4,Yes,1
Male,28,5,5.44,2,'7-8 hours',Moderate,MBBS,Yes,8,3,Yes,1
Male,27,2,6.89,4,'5-6 hours',Healthy,B.Arch,No,8,1,No,0
Female,24,4,9.96,3,'Less than 5 hours',Healthy,BA,Yes,12,1,No,1
Female,20,5,9.98,3,'Less than 5 hours',Unhealthy,'Class 12',Yes,10,5,No,1
Male,28,2,5.76,2,'Less than 5 hours',Unhealthy,B.Ed,No,9,1,No,0
Female,29,3,5.1,2,'5-6 hours',Healthy,B.Arch,No,0,2,No,0
Male,20,1,7.1,5,'Less than 5 hours',Healthy,'Class 12',Yes,3,4,No,1
Male,33,1,6.61,1,'7-8 hours',Unhealthy,BCA,Yes,9,5,Yes,1
Male,22,2,6.29,1,'Less than 5 hours',Unhealthy,MSc,Yes,8,5,Yes,1
Female,24,4,8.04,3,'Less than 5 hours',Healthy,B.Arch,No,10,4,Yes,1
Male,25,3,7.15,4,'5-6 hours',Unhealthy,B.Pharm,Yes,10,5,Yes,1
Male,32,5,6.16,5,'7-8 hours',Healthy,M.Tech,Yes,10,1,Yes,1
Female,21,5,5.16,5,'Less than 5 hours',Moderate,MSc,Yes,4,5,Yes,1
Female,24,1,6.28,2,'5-6 hours',Unhealthy,B.Arch,No,11,3,No,0
Female,21,1,7.09,3,'Less than 5 hours',Moderate,BCA,Yes,6,3,No,1
Female,24,2,9.19,5,'Less than 5 hours',Healthy,BBA,Yes,3,4,No,0
Male,18,3,7.09,3,'More than 8 hours',Moderate,'Class 12',Yes,7,3,No,1
Male,33,4,7.88,3,'5-6 hours',Moderate,MSc,Yes,12,3,No,1
Male,19,2,6.5,2,'Less than 5 hours',Unhealthy,'Class 12',No,10,3,No,0
Male,30,2,9.95,4,'7-8 hours',Unhealthy,M.Ed,No,0,1,No,0
Female,28,2,8.56,4,'Less than 5 hours',Unhealthy,B.Com,Yes,11,1,Yes,0
Male,20,3,9.12,5,'7-8 hours',Unhealthy,'Class 12',Yes,12,3,No,1
Female,20,5,9.95,3,'7-8 hours',Moderate,'Class 12',Yes,11,4,Yes,1
Male,28,5,8.46,3,'7-8 hours',Unhealthy,BCA,No,11,4,No,1
Female,32,4,7.14,2,'5-6 hours',Unhealthy,BE,Yes,8,5,No,1
Female,28,5,9.84,4,'7-8 hours',Moderate,B.Ed,Yes,4,4,No,1
Female,34,5,9.94,2,'Less than 5 hours',Healthy,BSc,Yes,12,4,No,0
Male,29,4,7.13,4,'7-8 hours',Healthy,BCA,Yes,9,4,Yes,1
Female,22,1,8.79,4,'7-8 hours',Unhealthy,M.Com,Yes,11,1,No,0
Female,18,3,8.73,5,'7-8 hours',Unhealthy,'Class 12',Yes,8,5,No,1
Female,23,4,8.59,4,'5-6 hours',Healthy,PhD,Yes,12,4,Yes,1
Female,25,3,5.66,4,'More than 8 hours',Moderate,MSc,Yes,10,3,Yes,1
Male,31,3,8.9,1,'7-8 hours',Moderate,MBBS,Yes,10,3,Yes,1
Male,25,3,9.24,1,'7-8 hours',Unhealthy,B.Pharm,Yes,11,1,No,1
Male,34,1,9.44,4,'5-6 hours',Moderate,MA,Yes,9,4,No,0
Female,31,1,5.88,5,'7-8 hours',Unhealthy,LLB,Yes,2,5,No,0
Male,20,5,5.85,5,'7-8 hours',Moderate,'Class 12',Yes,12,2,Yes,1
Female,32,3,5.99,2,'5-6 hours',Moderate,MD,Yes,6,3,No,1
Female,31,4,9.92,3,'5-6 hours',Moderate,LLB,Yes,11,5,Yes,1
Female,29,3,7.5,2,'Less than 5 hours',Moderate,MSc,No,11,3,No,0
Female,29,1,9.93,5,'5-6 hours',Unhealthy,BHM,No,0,1,Yes,0
Female,21,4,6.51,4,'More than 8 hours',Unhealthy,B.Arch,Yes,10,5,Yes,1
Female,21,3,7.94,2,'More than 8 hours',Unhealthy,M.Tech,Yes,12,5,Yes,1
Female,31,3,7.1,4,'7-8 hours',Unhealthy,B.Com,Yes,10,5,Yes,1
Female,24,5,9.72,2,'More than 8 hours',Unhealthy,MBBS,No,3,4,Yes,0
Male,24,5,9.21,1,'Less than 5 hours',Unhealthy,B.Arch,Yes,8,4,No,1
Male,22,1,6.78,5,'7-8 hours',Moderate,B.Arch,Yes,0,1,Yes,0
Male,27,4,8.04,2,'5-6 hours',Unhealthy,B.Ed,Yes,3,5,No,1
Female,29,3,5.88,2,'7-8 hours',Unhealthy,BA,Yes,6,3,Yes,1
Male,30,1,6.99,3,'Less than 5 hours',Unhealthy,M.Tech,No,10,2,Yes,0
Male,34,3,6.02,5,'5-6 hours',Healthy,M.Ed,No,3,3,No,0
Male,33,1,8.32,3,'More than 8 hours',Healthy,B.Tech,No,8,1,No,0
Female,27,5,9.74,1,'7-8 hours',Moderate,B.Com,Yes,5,5,Yes,1
Male,31,1,9.41,1,'5-6 hours',Moderate,MA,Yes,10,1,No,0
Male,24,3,6.0,2,'More than 8 hours',Healthy,B.Com,No,3,1,Yes,0
Female,18,5,8.52,3,'7-8 hours',Unhealthy,'Class 12',Yes,9,3,Yes,1
Male,26,4,7.13,1,'Less than 5 hours',Moderate,LLB,Yes,8,3,Yes,1
Male,20,5,8.04,5,'5-6 hours',Healthy,'Class 12',No,4,1,No,0
Male,29,3,5.16,4,'7-8 hours',Healthy,MHM,No,4,3,Yes,0
Female,21,1,6.78,2,'7-8 hours',Healthy,B.Tech,Yes,7,2,Yes,0
Male,19,2,5.16,4,'5-6 hours',Healthy,'Class 12',Yes,8,4,Yes,1
Female,29,5,8.13,3,'7-8 hours',Moderate,BHM,No,3,4,Yes,0
Female,25,3,7.09,2,'7-8 hours',Moderate,B.Arch,Yes,8,4,No,1
Male,18,2,9.24,3,'7-8 hours',Moderate,'Class 12',Yes,10,5,No,1
Female,30,3,7.94,1,'7-8 hours',Moderate,BA,Yes,6,2,No,0
Female,20,2,8.54,4,'7-8 hours',Unhealthy,'Class 12',No,10,1,No,0
Female,24,2,8.91,3,'Less than 5 hours',Unhealthy,MSc,No,2,3,Yes,0
Male,24,3,5.79,2,'7-8 hours',Moderate,MBBS,Yes,8,4,No,1
Male,24,4,6.61,1,'7-8 hours',Moderate,B.Ed,Yes,6,2,Yes,1
Male,34,3,7.13,3,'More than 8 hours',Moderate,MBA,Yes,10,1,Yes,0
Female,24,2,9.41,5,'Less than 5 hours',Unhealthy,MA,Yes,11,2,Yes,0
Male,32,2,8.74,3,'Less than 5 hours',Unhealthy,BCA,Yes,10,5,Yes,1
Male,24,3,7.38,4,'More than 8 hours',Healthy,BA,Yes,8,5,No,1
Male,21,4,6.08,5,'5-6 hours',Unhealthy,M.Tech,Yes,6,2,No,0
Female,25,3,5.99,3,'7-8 hours',Healthy,M.Tech,Yes,11,2,Yes,0
Male,23,5,8.63,4,'More than 8 hours',Unhealthy,B.Ed,Yes,10,1,Yes,1
Female,19,4,5.42,1,'5-6 hours',Moderate,'Class 12',Yes,10,2,No,1
Male,27,1,6.52,1,'Less than 5 hours',Moderate,LLB,Yes,12,1,Yes,0
Female,24,5,5.87,2,'Less than 5 hours',Unhealthy,MD,Yes,12,3,No,1
Male,20,4,7.08,4,'More than 8 hours',Healthy,'Class 12',Yes,8,5,Yes,1
Female,19,3,5.7,2,'More than 8 hours',Healthy,'Class 12',Yes,8,4,Yes,1
Female,32,3,5.64,4,'7-8 hours',Healthy,B.Tech,No,3,2,No,0
Male,22,1,9.86,1,'5-6 hours',Healthy,MCA,No,9,2,No,0
